Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,PitchEfficiency
31.0,0,3,26.0,3,0,2,3.0,1,3.0,1,2.0,0,1,1,1.0,2,21932.0,26.0
39.0,0,1,16.0,2,1,4,4.0,1,5.0,1,6.0,0,3,0,3.0,2,25571.0,48.0
47.0,1,3,7.0,3,0,4,4.0,3,5.0,1,3.0,0,2,1,2.0,3,29131.0,14.0
34.0,1,1,6.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17691.0,18.0
28.0,1,1,18.0,2,0,3,3.0,0,3.0,0,2.0,1,4,1,0.0,1,17515.0,72.0
33.0,1,1,7.0,2,1,4,4.0,1,4.0,0,3.0,0,3,0,1.0,2,24898.0,21.0
39.0,1,3,14.0,3,0,3,3.0,1,5.0,1,3.0,1,3,0,1.0,2,24283.0,42.0
31.0,0,1,6.0,2,0,3,1.0,3,4.0,3,2.0,0,3,1,2.0,3,22446.0,18.0
30.0,1,1,16.0,2,1,2,5.0,0,3.0,3,2.0,0,2,1,1.0,1,22661.0,32.0
45.0,0,1,13.0,2,1,3,3.0,3,5.0,1,2.0,0,2,1,2.0,3,20210.0,26.0
32.0,1,1,7.0,2,1,4,5.0,0,5.0,0,3.0,0,4,0,1.0,1,20896.0,28.0
42.0,1,1,8.0,3,0,2,4.0,0,5.0,1,1.0,1,4,1,1.0,1,17593.0,32.0
52.0,1,1,11.0,2,1,3,4.0,0,3.0,1,2.0,1,1,0,1.0,1,21139.0,11.0
34.0,1,1,6.0,2,0,3,1.0,0,3.0,2,3.0,0,1,1,1.0,1,18280.0,6.0
35.0,1,1,12.0,3,0,3,5.0,3,5.0,2,4.0,0,2,0,1.0,3,30309.0,24.0
52.0,1,1,12.0,1,1,3,3.0,1,5.0,1,4.0,1,4,1,2.0,2,20577.0,48.0
45.0,0,1,9.0,3,1,3,4.0,3,3.0,2,7.0,1,1,0,2.0,3,28887.0,9.0
28.0,0,1,10.0,3,1,4,5.0,0,3.0,1,3.0,1,1,0,3.0,1,21244.0,10.0
42.0,0,1,25.0,3,1,2,2.0,0,3.0,1,7.0,1,3,1,1.0,1,17759.0,75.0
59.0,0,1,9.0,2,1,3,5.0,0,3.0,1,2.0,1,1,1,1.0,1,21058.0,9.0
37.0,1,1,13.0,2,1,3,4.0,0,3.0,1,2.0,0,5,1,2.0,1,21888.0,65.0
47.0,1,1,15.0,2,0,4,5.0,1,5.0,1,2.0,1,1,1,3.0,2,23293.0,15.0
59.0,0,1,20.0,2,0,2,3.0,3,3.0,3,1.0,1,5,1,0.0,3,25512.0,100.0
44.0,1,3,11.0,3,0,3,5.0,3,3.0,2,5.0,0,3,1,1.0,3,28909.0,33.0
21.0,0,1,16.0,2,0,2,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17625.0,64.0
20.0,1,3,8.0,3,0,2,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17044.0,32.0
49.0,1,1,6.0,2,1,2,3.0,4,3.0,2,5.0,0,3,1,0.0,0,30379.0,18.0
33.0,1,1,15.0,3,1,2,3.0,0,3.0,0,1.0,0,2,1,0.0,1,17781.0,30.0
30.0,1,3,7.0,3,0,3,5.0,0,3.0,1,8.0,1,1,1,2.0,1,21478.0,7.0
57.0,1,1,15.0,2,0,4,4.0,0,5.0,1,6.0,1,4,1,2.0,1,22935.0,60.0
36.0,1,1,7.0,2,0,3,2.0,0,3.0,2,5.0,0,3,0,1.0,1,21184.0,21.0
41.0,0,1,23.0,3,1,3,5.0,1,3.0,3,8.0,0,5,0,1.0,2,23772.0,115.0
32.0,0,3,8.0,2,0,3,3.0,0,5.0,1,2.0,0,3,1,0.0,1,17827.0,24.0
55.0,1,1,26.0,1,1,2,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20415.0,26.0
46.0,1,1,7.0,3,0,4,4.0,0,3.0,1,5.0,0,5,0,2.0,1,20948.0,35.0
33.0,0,1,9.0,2,0,2,3.0,0,3.0,0,2.0,1,5,1,1.0,1,17909.0,45.0
22.0,1,1,17.0,2,0,3,5.0,0,5.0,2,3.0,0,3,0,2.0,1,20094.0,51.0
33.0,1,3,8.0,3,1,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,20505.0,24.0
46.0,1,3,8.0,1,0,3,5.0,4,4.0,1,4.0,1,5,1,0.0,0,31872.0,40.0
47.0,1,3,9.0,1,0,4,6.0,4,4.0,1,5.0,1,5,1,1.0,0,35550.0,45.0
31.0,0,3,6.0,2,0,2,3.0,0,4.0,2,2.0,1,5,1,1.0,1,17302.0,30.0
38.0,1,1,35.0,1,1,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,21261.0,35.0
26.0,1,3,16.0,2,1,4,5.0,0,5.0,0,5.0,0,1,1,1.0,1,23078.0,16.0
59.0,1,1,9.0,3,0,2,1.0,0,5.0,1,5.0,1,1,0,1.0,1,17670.0,9.0
32.0,1,1,12.0,1,1,3,4.0,0,3.0,0,2.0,1,4,0,2.0,1,23499.0,48.0
37.0,1,3,16.0,2,1,3,5.0,1,5.0,3,2.0,0,2,0,1.0,2,22085.0,32.0
46.0,1,3,8.0,1,0,3,5.0,4,4.0,0,4.0,1,5,1,2.0,0,31872.0,40.0
35.0,0,1,10.0,2,1,3,4.0,1,3.0,3,2.0,0,1,1,1.0,2,26434.0,10.0
36.0,1,3,17.0,3,1,3,5.0,3,5.0,1,2.0,0,5,1,2.0,3,28984.0,85.0
35.0,1,1,31.0,3,0,2,3.0,3,3.0,1,2.0,1,3,1,1.0,3,25388.0,93.0
34.0,1,1,13.0,2,0,2,3.0,3,4.0,3,1.0,0,5,0,0.0,3,26994.0,65.0
27.0,1,1,23.0,3,1,3,4.0,0,4.0,1,4.0,1,1,1,1.0,1,21051.0,23.0
41.0,1,1,25.0,2,1,2,3.0,1,5.0,1,3.0,0,1,0,0.0,2,18072.0,25.0
54.0,1,2,25.0,3,1,2,3.0,3,4.0,1,3.0,0,3,1,1.0,3,25725.0,75.0
49.0,1,1,13.0,2,1,2,3.0,3,4.0,1,4.0,0,4,0,1.0,3,25466.0,52.0
37.0,1,1,15.0,1,0,3,4.0,3,3.0,1,3.0,0,4,1,2.0,3,28774.0,60.0
53.0,1,3,12.0,3,1,2,3.0,1,3.0,1,3.0,1,5,0,1.0,2,17306.0,60.0
32.0,1,1,6.0,3,1,2,3.0,1,3.0,0,2.0,1,4,1,0.0,2,21162.0,24.0
42.0,0,1,14.0,2,1,3,3.0,2,3.0,1,2.0,0,5,1,1.0,4,33430.0,70.0
36.0,0,1,11.0,2,1,3,5.0,0,3.0,0,3.0,0,2,1,1.0,1,21054.0,22.0
50.0,1,1,14.0,2,1,3,5.0,3,3.0,2,2.0,0,1,1,1.0,3,29643.0,14.0
41.0,1,2,6.0,2,1,2,4.0,2,3.0,1,2.0,0,1,1,1.0,4,34189.0,6.0
36.0,1,3,7.0,3,1,4,4.0,3,4.0,1,3.0,0,4,0,1.0,3,25973.0,28.0
48.0,1,1,11.0,2,0,4,5.0,3,4.0,1,2.0,1,4,1,3.0,3,29011.0,44.0
31.0,1,1,14.0,2,1,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,22169.0,70.0
29.0,0,1,16.0,2,0,3,3.0,0,4.0,1,1.0,0,5,1,0.0,1,18291.0,80.0
47.0,0,3,33.0,2,0,3,1.0,1,3.0,3,5.0,1,4,0,1.0,2,21397.0,132.0
30.0,1,1,22.0,2,1,3,4.0,0,3.0,2,3.0,0,3,1,2.0,1,21018.0,66.0
46.0,1,1,15.0,2,1,4,4.0,1,3.0,1,2.0,0,3,1,1.0,2,22375.0,45.0
38.0,1,1,32.0,3,0,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,24409.0,96.0
46.0,0,3,13.0,3,0,3,5.0,3,3.0,3,8.0,0,4,1,1.0,3,27543.0,52.0
28.0,1,1,6.0,2,0,3,5.0,0,4.0,2,1.0,1,2,1,0.0,1,17216.0,12.0
38.0,1,1,28.0,2,1,4,3.0,0,5.0,0,3.0,1,3,0,3.0,1,22242.0,84.0
38.0,1,3,10.0,2,1,3,4.0,3,3.0,3,4.0,0,3,0,2.0,3,26106.0,30.0
36.0,1,3,9.0,2,1,2,4.0,3,3.0,1,2.0,1,1,1,0.0,3,25325.0,9.0
44.0,1,1,14.0,2,0,3,4.0,3,5.0,0,2.0,0,5,1,1.0,3,28663.0,70.0
31.0,1,1,15.0,2,1,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0,45.0
40.0,1,1,7.0,3,0,4,4.0,0,3.0,1,2.0,0,3,1,1.0,1,20910.0,21.0
22.0,1,1,17.0,2,0,3,5.0,0,5.0,2,3.0,0,3,1,1.0,1,20094.0,51.0
28.0,0,1,6.0,3,1,2,3.0,0,3.0,2,1.0,1,4,0,0.0,1,17154.0,24.0
39.0,0,1,13.0,2,1,4,5.0,1,3.0,1,4.0,0,4,1,2.0,2,23999.0,52.0
39.0,1,3,14.0,3,0,3,2.0,1,5.0,1,3.0,1,3,1,2.0,2,24283.0,42.0
36.0,1,1,32.0,1,1,4,5.0,3,4.0,1,5.0,0,3,1,2.0,3,29581.0,96.0
30.0,1,3,22.0,2,1,3,3.0,1,3.0,0,1.0,0,3,0,2.0,2,20301.0,66.0
42.0,1,1,14.0,1,0,3,2.0,0,3.0,1,3.0,0,3,0,1.0,1,22054.0,42.0
26.0,0,1,8.0,2,1,2,3.0,0,5.0,1,7.0,1,5,0,0.0,1,17042.0,40.0
20.0,1,1,17.0,3,0,3,4.0,0,5.0,2,2.0,1,3,1,2.0,1,17600.0,51.0
39.0,0,3,17.0,1,0,3,4.0,1,3.0,3,3.0,1,3,0,2.0,2,24344.0,51.0
33.0,1,3,31.0,3,1,2,4.0,3,4.0,3,3.0,1,5,1,0.0,3,23380.0,155.0
31.0,1,1,10.0,1,0,3,4.0,0,5.0,3,7.0,1,4,1,2.0,1,21335.0,40.0
38.0,1,1,32.0,3,0,3,5.0,1,3.0,1,2.0,0,3,0,2.0,2,24409.0,96.0
45.0,1,1,36.0,2,1,3,4.0,1,3.0,3,3.0,0,5,1,2.0,2,23219.0,180.0
28.0,1,1,16.0,3,0,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,20957.0,48.0
27.0,1,1,14.0,2,1,4,2.0,0,5.0,3,2.0,0,1,1,1.0,1,22256.0,14.0
44.0,0,3,22.0,2,1,3,5.0,1,3.0,1,5.0,0,5,1,1.0,2,25482.0,110.0
25.0,1,3,25.0,3,1,2,4.0,0,4.0,1,2.0,1,1,0,1.0,1,17413.0,25.0
33.0,1,1,8.0,3,1,3,3.0,0,3.0,2,5.0,0,3,0,2.0,1,17496.0,24.0
35.0,1,3,10.0,1,1,2,3.0,3,5.0,3,1.0,1,4,1,1.0,3,24582.0,40.0
41.0,1,3,29.0,3,1,4,5.0,1,3.0,1,4.0,1,3,1,1.0,2,25058.0,87.0
26.0,1,1,23.0,3,1,3,5.0,0,3.0,1,2.0,0,3,0,2.0,1,17305.0,69.0
39.0,0,1,19.0,2,1,3,5.0,1,5.0,1,4.0,0,5,1,1.0,2,24966.0,95.0
30.0,1,1,14.0,2,0,3,1.0,3,5.0,1,1.0,1,1,0,2.0,3,26416.0,14.0
45.0,0,1,31.0,3,1,3,6.0,0,3.0,3,4.0,0,3,0,2.0,1,22386.0,93.0
51.0,1,1,17.0,1,0,2,4.0,4,4.0,3,4.0,0,1,0,1.0,0,28142.0,17.0
50.0,0,1,6.0,2,0,3,3.0,2,4.0,1,4.0,1,1,0,2.0,4,33172.0,6.0
34.0,1,1,25.0,2,0,2,4.0,0,3.0,1,2.0,0,4,1,1.0,1,17929.0,100.0
27.0,1,1,13.0,3,0,2,4.0,1,5.0,3,1.0,0,3,1,0.0,2,21811.0,39.0
46.0,0,1,13.0,3,0,1,3.0,1,3.0,1,3.0,0,5,1,0.0,2,20258.0,65.0
29.0,1,3,33.0,3,0,2,3.0,3,3.0,0,2.0,0,3,1,1.0,3,22639.0,99.0
21.0,1,1,18.0,3,0,4,5.0,0,5.0,3,3.0,1,3,0,2.0,1,21278.0,54.0
32.0,1,1,9.0,3,0,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,21725.0,18.0
40.0,0,3,34.0,2,1,2,5.0,3,5.0,1,4.0,0,5,0,1.0,3,25932.0,170.0
22.0,1,1,25.0,2,0,4,4.0,0,3.0,3,3.0,0,3,1,2.0,1,21371.0,75.0
50.0,0,1,8.0,3,0,1,3.0,4,5.0,0,3.0,0,3,1,0.0,0,32856.0,24.0
23.0,1,1,14.0,2,1,4,4.0,0,4.0,2,3.0,1,3,1,1.0,1,21150.0,42.0
53.0,1,1,6.0,2,1,3,4.0,3,4.0,2,2.0,0,3,1,2.0,3,29123.0,18.0
54.0,1,1,23.0,1,0,2,3.0,3,3.0,1,1.0,0,5,0,0.0,3,25739.0,115.0
28.0,1,1,16.0,3,0,5,4.0,0,4.0,2,3.0,0,3,0,2.0,1,20957.0,48.0
18.0,1,3,15.0,3,1,2,3.0,0,3.0,2,2.0,0,5,0,1.0,1,16611.0,75.0
36.0,0,1,29.0,3,1,2,1.0,1,3.0,1,5.0,0,3,0,0.0,2,17571.0,87.0
27.0,0,1,9.0,3,1,2,3.0,0,3.0,0,2.0,0,2,1,0.0,1,16706.0,18.0
36.0,1,1,13.0,2,1,3,6.0,1,3.0,3,3.0,0,5,1,1.0,2,25324.0,65.0
46.0,1,3,9.0,3,1,2,3.0,4,3.0,1,4.0,0,1,1,0.0,0,32465.0,9.0
36.0,1,3,25.0,3,0,3,4.0,1,3.0,1,3.0,0,4,1,2.0,2,23279.0,100.0
31.0,1,3,22.0,3,1,3,3.0,3,3.0,1,3.0,0,5,1,0.0,3,23161.0,110.0
55.0,1,3,8.0,3,1,2,3.0,1,3.0,2,5.0,0,1,1,0.0,2,20160.0,8.0
52.0,0,1,7.0,3,0,2,5.0,3,5.0,3,5.0,0,2,1,1.0,3,26162.0,14.0
35.0,1,1,13.0,2,0,3,4.0,1,3.0,3,3.0,0,3,1,1.0,2,23487.0,39.0
41.0,1,3,9.0,3,0,4,4.0,1,4.0,1,5.0,0,3,1,2.0,2,24355.0,27.0
34.0,1,1,35.0,3,1,2,3.0,1,3.0,0,5.0,0,3,0,0.0,2,20429.0,105.0
29.0,1,3,33.0,2,1,3,5.0,1,5.0,0,3.0,0,4,1,1.0,2,23402.0,132.0
34.0,1,1,7.0,2,0,3,5.0,1,3.0,3,2.0,0,4,0,1.0,2,25627.0,28.0
